id,transaction_hash,from_address,to_address,amount,dex,function_called,block_number,timestamp
9145,0x4fa76b966d2ceeb4570d542af6fa6af51c4347a4afaac0d48e648efc697a1f91,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x65caE31287742ED7C94ab66B6D1a81612D680412,2425.8736657363747,"Trader Joe","Swap AVAX For Arena",52789636,2024-11-07T23:47:49.000Z
9144,0x19ee5f01fbda7b533aaf8358aaf1f4acab4290b0325d9f2ee19d8a06f0075e8e,0xa8307FF6637C548105c30eAD3f4f5936142950E9,0xc010A798F9eED73395A9C72520298ba33a48a2B7,25386.25044066982,"Trader Joe","Swap Arena for AVAX",52789534,2024-11-07T23:43:59.000Z
9143,0x551e10312cd7ae012116e1f268f138ad8370d059497ede97620b1fcb3e6db259,0x422872311D3A4A50785748362C4D4AF46b567526,0xc010A798F9eED73395A9C72520298ba33a48a2B7,30024.7,"Trader Joe","Swap Arena for AVAX",52789446,2024-11-07T23:40:54.000Z
9142,0x18103007f7e34d920ca6d86220cfa22eb4e35d7f38a2189219ee7e94fed26826,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,658.4506488350636,"Trader Joe","Swap AVAX For Arena",52789404,2024-11-07T23:39:22.000Z
9141,0xfb6a47f1185cd4c004ba427143148c289dd3649bf3093f5f41f333c2a63adee6,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,300000,"Trader Joe","Add Liquidity",52789333,2024-11-07T23:36:29.000Z
9140,0x4e2fb5c82147dd3db3283cbb4b9e0171e46fdde96bc6195beebb5c149c4f21bc,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,2400000,"Trader Joe","Remove Liquidity",52789317,2024-11-07T23:35:53.000Z
9139,0x662794fd84fcb70bc4212979de439de836a501f8316160b3a308bb0fc45394ca,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,69310.26841550041,"Trader Joe","Swap AVAX For Arena",52789254,2024-11-07T23:33:31.000Z
9138,0x0edd85a50072db4a1d244cd075b65783e6a5e1480ba440ebf00a39c1f3fcec2b,0x3eFdA2796A232d4515dFf4Bbcf3095A13737385e,0x015B96160687614E76BF038d507DFf2e683C2AC4,1006446.570888711,"Trader Joe","Add Liquidity",52789241,2024-11-07T23:33:04.000Z
9137,0xa8b87ef9f0401c93dfb8500566db4e1c26372b97a528e0f940119925b05ea833,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,1006446.570888711,"Trader Joe","Remove Liquidity",52789220,2024-11-07T23:32:23.000Z
9136,0xe815bb1db9f898fe29b73ed947fe3efc45add5b9f27462c4eda345ae6ec79a0c,0xa9D94307aF6DcB83B09Ab0e4cD442Fc45C0Ce262,0xc010A798F9eED73395A9C72520298ba33a48a2B7,1597.701671446782,"Trader Joe","Swap Arena for AVAX",52789137,2024-11-07T23:29:20.000Z
9135,0x34ada3620dda902c770ceab32fa3cc3b1df4b0f9a77f68a80dae419306f4bab4,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,13861.792724126637,"Trader Joe","Swap AVAX For Arena",52789116,2024-11-07T23:28:28.000Z
9134,0x42f3c5d5343abaf4dd54aec8e154d107e412ef857cabc97f8d9205affab77ff3,0xcc293FDb2CF453cA4D67E2b2b986B64ab2613253,0xc010A798F9eED73395A9C72520298ba33a48a2B7,26260,"Trader Joe","Swap Arena for AVAX",52789095,2024-11-07T23:27:46.000Z
9133,0x68bfbc44603c6345456bb8d3e204ca3489b4256d3b2a470883a1ae162c5b2132,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,332997.38140548696,"Trader Joe","Remove Liquidity",52788886,2024-11-07T23:20:01.000Z
9132,0x6720d1c85bebf1dc14319ab692c94bf26a165a5499d713a0151c1f38657fd50d,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,1500000,"Trader Joe","Add Liquidity",52788845,2024-11-07T23:18:34.000Z
9131,0xaa808bb91655cb74d2ce3561ae11da942bdc34b7d1aa3936ce8b8bc764ae78e8,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,1838049.4788935713,"Trader Joe","Remove Liquidity",52788835,2024-11-07T23:18:11.000Z
9130,0xfce8ce66cebb39b65d8a52bab884bbd4fc265972f42a1841835c90fcc8659d02,0xD1A5C9A345eaCB7D266ccaEec637249bcE00E368,0x015B96160687614E76BF038d507DFf2e683C2AC4,517557.33670008596,"Trader Joe","Swap Arena for AVAX",52788822,2024-11-07T23:17:44.000Z
9129,0x881db0a993f166a388a50484ee26f583710eb1ce1ebf0c8f626284ed7d52721c,0xBA88EB9B49Ff8B97F44E3d8E251943a4c75bE798,0x015B96160687614E76BF038d507DFf2e683C2AC4,89742,"Trader Joe","Swap Arena for AVAX",52788729,2024-11-07T23:14:20.000Z
9128,0x832e1ab60c2f0b2b957642897ffcdb6ceeca3399ab768c5109fa1bb44235b4ee,0xBA88EB9B49Ff8B97F44E3d8E251943a4c75bE798,0x015B96160687614E76BF038d507DFf2e683C2AC4,100000,"Trader Joe","Swap Arena for AVAX",52788723,2024-11-07T23:14:05.000Z
9127,0x05599aadd238bcebbc2adcb50c74934d2b3cfcefce0fe8b2c43493cdf1cd45ee,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0x1a638863DB780663E7a1c2A58c0B226f8EA0c72E,177.27448024606105,"Trader Joe","Swap AVAX For Arena",52788378,2024-11-07T23:01:01.000Z
9126,0x2a464a299253386c511529ae7121cd77c5c675ece633aa8b94693e04c04dccbb,0x59088Be474Fb73e038E6375585CbfED7cD7B67ea,0x015B96160687614E76BF038d507DFf2e683C2AC4,21187.617380227843,"Trader Joe","Add Liquidity",52788267,2024-11-07T22:56:46.000Z
9125,0xd18d3bc0c1e804db041559679add2b678547ca31ba5e4f21e9b1b9562255293e,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,38453.135573324565,"Trader Joe","Remove Liquidity",52788212,2024-11-07T22:54:45.000Z
9124,0x104bedf19c9ac850a62c3146eb022e187abd6a781adb95329114c1fb4f1be6be,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,27449.104070541947,"Trader Joe","Swap AVAX For Arena",52787899,2024-11-07T22:42:44.000Z
9123,0x7a3b3e13d0ae368813df02f9ebb2b548c7af3837fff705316cb0007ff648bf11,0x764566f220D158C9129617BFBEE5667D1F384AB3,0x015B96160687614E76BF038d507DFf2e683C2AC4,66634.09101138629,"Trader Joe","Swap Arena for AVAX",52787721,2024-11-07T22:36:15.000Z
9122,0x53aab452727cb36fc1a5acab3846560032ce77b4aeece1a6f1862b4ad001a385,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,1029.341402645323,"Trader Joe","Swap AVAX For Arena",52787573,2024-11-07T22:30:57.000Z
9121,0x071b3b3818903d707d381f5834dd3fe61e2f178540d6c55bbaafa4b4490cb6cf,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52787306,2024-11-07T22:21:10.000Z
9120,0x181119f0e84f535a45bbe5e8fa4e2d1f93b4a88e2392ce492d9b791c624b7b12,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,0x197d4fca2524cC222bc57A295513d9Dd98899A8C,34.58231774476723,"Trader Joe","Swap AVAX For Arena",52787184,2024-11-07T22:16:46.000Z
9119,0xf896a372b2f5db77ccc7fa80703d71466a19611ff97069b038627b181880da27,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0x197d4fca2524cC222bc57A295513d9Dd98899A8C,34.7423546007446,"Trader Joe","Swap AVAX For Arena",52787097,2024-11-07T22:13:38.000Z
9118,0x19d47b9ed271594faf1f1c939a63cc239c6ae6d2c40ac57263384add79bd8301,0x6902D1B4b5f1f7E5f63331C68F76c5Efff45e89B,0x015B96160687614E76BF038d507DFf2e683C2AC4,73823.96485647598,"Trader Joe","Swap Arena for AVAX",52787092,2024-11-07T22:13:27.000Z
9117,0x9b5d68f8cc2080f8b42157b7a6b14114d33a0f47784fc70ef3dc363845d175f1,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,173823.964856476,"Trader Joe","Remove Liquidity",52787050,2024-11-07T22:11:53.000Z
9116,0xe0ab06c0051991000d160f29b687247a2786a702f8de9f6e472d38808594a71b,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0x428A04AE58c0991C0eAFB211Bbabe558A2DC0c4B,1786.1770737142447,"Trader Joe","Swap Tokens For ARENA",52787023,2024-11-07T22:10:56.000Z
9115,0x1d8cd9d51e53128d2bd50ae2725307c0bc1104ec67af11b672c09ce1c0c869f8,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xa8307FF6637C548105c30eAD3f4f5936142950E9,34311.38008817743,"Trader Joe","Swap AVAX For Arena",52786798,2024-11-07T22:02:43.000Z
9114,0xd035c1b74d3bba8607104e0bde63b7f6c14ad7a70c08d9690da0a19fe5070fde,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,72283.54954485211,"Trader Joe","Remove Liquidity",52786788,2024-11-07T22:02:23.000Z
9113,0x43008654ce55058666347735a869a696ad242e840aa540392ae2a8ba14321645,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,343.27502748969744,"Trader Joe","Swap AVAX For Arena",52786670,2024-11-07T21:58:06.000Z
9112,0x8037d2faa6b9ad81c80f116334590515178789e2b43cc7ba1fd6a21ccf8efc28,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,343.2850902543714,"Trader Joe","Swap AVAX For Arena",52786662,2024-11-07T21:57:50.000Z
9111,0x10512d0235df206b60a28a82b4ba32a38340a3d12031e2f51eb5098ce8f00fec,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,343.2951534617434,"Trader Joe","Swap AVAX For Arena",52786649,2024-11-07T21:57:21.000Z
9110,0xd4ff9f4cde4675231cca2a8edf0f4c4ef4dca34b2c99d938df1f2102794119a1,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6868.019898607878,"Trader Joe","Swap AVAX For Arena",52786646,2024-11-07T21:57:12.000Z
9109,0xa6405cba3d51d1c6f9f03a283372ef7e8d05fad0c8388170a55c9d9b6e73f56d,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,343.51862499232374,"Trader Joe","Swap AVAX For Arena",52786623,2024-11-07T21:56:20.000Z
9108,0x325f6f54447f9c6497daded4f0aa12103262e84438bc8a3e29bf9db3a6284396,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x3e52D231113d849CCC3d0C10A3e7B2eEbC04D01C,32973.236264730236,"Trader Joe","Swap AVAX For Arena",52786506,2024-11-07T21:52:07.000Z
9107,0x37243937bdca1709fb16020763783163f2f5743cec7403068f358ef0652562c6,0xDFab6EfD824760BF95d6643a7135E44695145afF,0x015B96160687614E76BF038d507DFf2e683C2AC4,68622.76017633764,"Trader Joe","Add Liquidity",52786500,2024-11-07T21:51:55.000Z
9106,0x89f3d0f385d6bd6fa16e9c66c2c09b0ba1193150c291ce220877d362c2270f89,0x08b7D666480B140991a99181dab2a848375e348C,0x015B96160687614E76BF038d507DFf2e683C2AC4,210222,"Trader Joe","Swap ARENA For Tokens",52786495,2024-11-07T21:51:42.000Z
9105,0x5175753d1ddfb3444a66df9c9a045e7c4691e2c224c7d12bee38e3902628918a,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,198582.2220071808,"Trader Joe","Remove Liquidity",52786495,2024-11-07T21:51:42.000Z
9104,0x2e4707941b7f29d6ff34f00eae15eb98620e1c8d109e91b06ae402e513956963,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,68622.76017633764,"Trader Joe","Swap AVAX For Arena",52786487,2024-11-07T21:51:24.000Z
9103,0xff3484c8e45a0cf8074452a9e6aa05d79d464523bfbc0d2512109fb375b41f7e,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,0x13b3b2b4e06B025ba702fE7629b7d6F08CFf827d,507.5999064670636,"Trader Joe","Swap Arena for AVAX",52786477,2024-11-07T21:51:01.000Z
9102,0xc9e1a8a043948bad8d92d41ce31e3aae05412830d4d0a3b9019820542aa347f4,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc4891831DF9637609e2881FD9f8937Aa1a795Ae0,63476.053163112316,"Trader Joe","Swap AVAX For Arena",52786469,2024-11-07T21:50:45.000Z
9101,0xd95166c0f5f108a98aa11499273b4ea79d521154cca64aec1937906dd13b05b7,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,588987.1672384779,"Trader Joe","Remove Liquidity",52786454,2024-11-07T21:50:13.000Z
9100,0x467f18ae83cc0ce94f6da40d212519bf2e08f8cceb2e429e5938f55456b95ab3,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,10307.375187673133,"Trader Joe","Swap AVAX For Arena",52786425,2024-11-07T21:49:14.000Z
9099,0x51e8f3de38340b2165fcb5ff486bfc70b2f0e500aa762e56bdc9b42e3a63fba2,0x35ae52353575B27A966746fE8678296fF1e4167C,0x015B96160687614E76BF038d507DFf2e683C2AC4,40000,"Trader Joe","Swap Arena for AVAX",52786403,2024-11-07T21:48:25.000Z
9098,0x2d747f82f5b18788c149b58a51fd6618a83298c464429241b0f2c649dd78593b,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,1626.0485720959302,"Trader Joe","Swap Tokens For ARENA",52786378,2024-11-07T21:47:32.000Z
9097,0x2966358dffd6bef9b9178101cf2f3a077c365e6026be6b4c1188fd6a8b12163f,0x35ae52353575B27A966746fE8678296fF1e4167C,0x015B96160687614E76BF038d507DFf2e683C2AC4,59557.86,"Trader Joe","Swap Arena for AVAX",52786357,2024-11-07T21:46:47.000Z
9096,0x13c59b5b9447e561c855668bda8a159f89cadd0ef89f4559a47386e874dea7a6,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,343.9721678167474,"Trader Joe","Swap AVAX For Arena",52786319,2024-11-07T21:45:19.000Z
9095,0x39e25ca3c95dc6882bb0c9266ffcfd47b21171a30149e6f41248020f22aa0b6b,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,0x13b3b2b4e06B025ba702fE7629b7d6F08CFf827d,623.2000313745808,"Trader Joe","Swap Arena for AVAX",52786292,2024-11-07T21:44:16.000Z
9094,0x12a6350fccc483b1cdd9b8bafdd5faa181631344cad7f941e9f185a0ddd347fe,0xE89150deD8556305E7BD6fd5ACbf76AF6d974c04,0x015B96160687614E76BF038d507DFf2e683C2AC4,13000,"Trader Joe","Add Liquidity",52786232,2024-11-07T21:42:01.000Z
9093,0x572afb37e5386493cf8bd8f875a1a8115201be18d18c27151975195559411a48,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52786210,2024-11-07T21:41:11.000Z
9092,0x8816ecfe21835a20b97c72c1962ecbbf70ff37ba1b4ced830c276155dd209760,0xE89150deD8556305E7BD6fd5ACbf76AF6d974c04,0xc010A798F9eED73395A9C72520298ba33a48a2B7,13720.470092448928,"Trader Joe","Swap Arena for AVAX",52786112,2024-11-07T21:37:49.000Z
9091,0x94dcd4bd59f336cd65380e80c8cc92c6f85a47a61a64669a3a4dc49700879e6f,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,26720.47009244893,"Trader Joe","Remove Liquidity",52786083,2024-11-07T21:36:35.000Z
9090,0x71d028443105fde9ce1b931adbcd879e86274c70678ca89d7ba4f86aa7d0b70b,0xb1B5b1dA20C2a43DFCF1B4a36dbd536DAF3EfBcd,0xc010A798F9eED73395A9C72520298ba33a48a2B7,11592,"Trader Joe","Swap Arena for AVAX",52786016,2024-11-07T21:34:06.000Z
9089,0x329f484e4ca20ce7b8b92cd41116470271537b1b7472131291de2a6d8f071df4,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6862.773676415718,"Trader Joe","Swap AVAX For Arena",52786016,2024-11-07T21:34:06.000Z
9088,0xe5e2d2873618f541ddad40afa7b25ad9bb0cc81d9ed7c9bdcce9c432adf87225,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,0x9AAD97C5CeDf2c418F4926874ccFe90FaD373C4A,499.05209416121113,"Trader Joe","Swap Arena for AVAX",52785971,2024-11-07T21:32:25.000Z
9087,0xc40993ec5e80b480c02cd7adddfdf56e48edfc858e94d9cada10b1cecf8a0343,0x08b7D666480B140991a99181dab2a848375e348C,0x015B96160687614E76BF038d507DFf2e683C2AC4,66906.5799183015,"Trader Joe","Swap ARENA For Tokens",52785868,2024-11-07T21:28:34.000Z
9086,0x29de1abf77aeec14e90a99f1b90823daee908fd32d5b5843c02ebd48fd59fc66,0xFE4c082d320882A4133BB0D951254D6c083cB854,0xc010A798F9eED73395A9C72520298ba33a48a2B7,8518.51050393468,"Trader Joe","Swap ARENA For Tokens",52785844,2024-11-07T21:27:44.000Z
9085,0xba274f517949fdcf6a597267d2503bc70c4d0bf48a0a71dee2dab7e52716b6e0,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6862.276013666941,"Trader Joe","Swap AVAX For Arena",52785678,2024-11-07T21:21:39.000Z
9084,0x435ea3758878a589841a71aa14c128bf2cfe16fc6c4b6a4b5c8432ef1947cf1b,0xDFab6EfD824760BF95d6643a7135E44695145afF,0x015B96160687614E76BF038d507DFf2e683C2AC4,68622.76013666941,"Trader Joe","Add Liquidity",52785667,2024-11-07T21:21:13.000Z
9083,0x69be482f43349fe806399e4150ba672beca440010f1a085801157c504bd2a773,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,68622.76013666941,"Trader Joe","Swap AVAX For Arena",52785650,2024-11-07T21:20:32.000Z
9082,0xf231df8bc2384b1fd6c28109a2c0e5ebc7800f93739630291f9a3b94c46eeb5c,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,96.9961987510412,"Trader Joe","Swap Tokens For Tokens",52785601,2024-11-07T21:18:43.000Z
9081,0xe5988f0aa65f790acbb60710685b25a988d4550b9465c34f64dd750c2fdea981,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,182660.99205631987,"Trader Joe","Remove Liquidity",52785555,2024-11-07T21:16:47.000Z
9080,0xbcbe88f00465482250b5532bd3d70bcb435643d32b74efcbb28af1114a9fe145,0xa327639F0285a19D872a9b7971cFe2d41505EdB9,0x015B96160687614E76BF038d507DFf2e683C2AC4,25000,"Trader Joe","Add Liquidity",52785500,2024-11-07T21:14:49.000Z
9079,0x80e9e5ea2b4334a425ae24c8d96c4ab2c5130ee0f8670aa80ff9f8a09cc9555b,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,61776.060781783235,"Trader Joe","Swap Tokens For ARENA",52785380,2024-11-07T21:09:59.000Z
9078,0x1923df7198732728b2e6b8d62018fc285962ba0ff4292f9d08cf2eeba509f694,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x5b9F690d8082b36D6D2c20e80e271b182c528aF6,1427.3263972824452,"Trader Joe","Swap Tokens For ARENA",52785346,2024-11-07T21:08:48.000Z
9077,0x238796a57d21c9b4ec1885fac38e69405823dd4cea95bb8bf4f7d18ec7d36bdf,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x5b9F690d8082b36D6D2c20e80e271b182c528aF6,495.27937790404116,"Trader Joe","Swap Tokens For ARENA",52785316,2024-11-07T21:07:43.000Z
9076,0xf6ce854d918307c78e9cf17f9e0c130cf7ce538540dc0e83e661d68e9ce30756,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,27449.103808555956,"Trader Joe","Swap AVAX For Arena",52785258,2024-11-07T21:05:44.000Z
9075,0x151bd668d8c25cd51e99316665a99fcad72e853c5b0b621df90c2bc9e9f6f347,0x9c0829E41d3573e9fF2299a56c8800256EC04dc8,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,35000,"Trader Joe","Swap ARENA For Tokens",52785241,2024-11-07T21:05:05.000Z
9074,0xee20b4416cec22e792a6f68cf7e898783b9bbf25b86bdfd5263bdb956e14f6d0,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,41173.655712833934,"Trader Joe","Swap AVAX For Arena",52785224,2024-11-07T21:04:28.000Z
9073,0xf776b7e5bd71cb25a01ffa41a1b0d9764b116dd76601115ec4c349c2bab7c4de,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,17162.100558682683,"Trader Joe","Swap AVAX For Arena",52785170,2024-11-07T21:02:13.000Z
9072,0xb67db448127a4e661f0a3239429129e8408024641bbdb0bfe097f9acf5a33667,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,34399.82443018111,"Trader Joe","Swap AVAX For Arena",52785149,2024-11-07T21:01:19.000Z
9071,0x44b84819e655af5205d38cf7f38ccd393f6ba6d7314ba6253abf7c9f3cd1a077,0x3eFdA2796A232d4515dFf4Bbcf3095A13737385e,0x015B96160687614E76BF038d507DFf2e683C2AC4,1004938.7946091013,"Trader Joe","Add Liquidity",52785136,2024-11-07T21:00:53.000Z
9070,0x8cc8c57d9ae258ddeefd20e9329e0613a0810f99446df07ef096e12d70239ca0,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,683678.9461121287,"Trader Joe","Remove Liquidity",52785129,2024-11-07T21:00:36.000Z
9069,0x1c902b4c684e7618e7b0859fc8b29a0acc6cd859992fae8bc9625dec47c627c6,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6862.275755649497,"Trader Joe","Swap AVAX For Arena",52785116,2024-11-07T21:00:05.000Z
9068,0xb7fbb061b57a5972183e69d6adc50605133ca25e131f76e5aa415762e7646790,0x83056080926D7D84F80BB7ABAEd5525E40A63537,0xc010A798F9eED73395A9C72520298ba33a48a2B7,52774.013379872515,"Trader Joe","Swap Arena for AVAX",52785108,2024-11-07T20:59:49.000Z
9067,0x246dbb9dc1f6715cd7b30d24c348b986bc6c981305f34c0aaba0ace0e43fc087,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,1004938.7946091013,"Trader Joe","Remove Liquidity",52785103,2024-11-07T20:59:39.000Z
9066,0xb2c2aedf0a80526d2618a8c3ef37f11a50c96a5167bbd2f231238a7e6d0c012b,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,27449.10302259799,"Trader Joe","Swap AVAX For Arena",52785092,2024-11-07T20:59:09.000Z
9065,0x2f9f0e0ee2f0b8e895bab6a57add9af0e9a9b69248a7cc800cc3294f323c0f32,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,515.844802166151,"Trader Joe","Swap AVAX For Arena",52785019,2024-11-07T20:56:25.000Z
9064,0xb43f49cbc5de28107f167ba03ee09e5dd271306d7086a7e9463dc9401435983e,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,22302.393642759,"Trader Joe","Swap AVAX For Arena",52784998,2024-11-07T20:55:36.000Z
9063,0xa528fe7a012793a6598a42f3566f59e7d21e0041c9c8953ba0c6c21252a1d827,0x08369512927aa6cFF8c3F4E4Be38be165f8dF677,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16398.704204464084,"Trader Joe","Swap ARENA For Tokens",52784944,2024-11-07T20:53:48.000Z
9062,0x46c299331d552884c934c559fb6467ac30114a4c6b554f6d361980d6deb75d83,0x3ba34f2Bf614b10B0755d8385DFB872754C5283B,0xc010A798F9eED73395A9C72520298ba33a48a2B7,5589,"Trader Joe","Swap Arena for AVAX",52784918,2024-11-07T20:52:50.000Z
9061,0x1c7828a1424b9f809c352fc851cdcd64700985a2b348a4026c980f4ad6930bc9,0xDFab6EfD824760BF95d6643a7135E44695145afF,0x015B96160687614E76BF038d507DFf2e683C2AC4,157460.31549487106,"Trader Joe","Add Liquidity",52784899,2024-11-07T20:52:02.000Z
9060,0xdf74f9107682dd15ff44daa91163d590820b2358a68c707eb8811529c9f2d224,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,1000000,"Trader Joe","Add Liquidity",52784758,2024-11-07T20:46:39.000Z
9059,0x99bdab173e99215c9007b005ea073c7b98b486dd10b724b6bf69d4ce71ecd228,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,345150,"Trader Joe","Remove Liquidity",52784739,2024-11-07T20:45:58.000Z
9058,0xbbb66291989db944150b8255e9d77b28d453e35d71d3e697c509aeededb53a03,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,634.7589747032692,"Trader Joe","Swap AVAX For Arena",52784693,2024-11-07T20:44:12.000Z
9057,0xacede028b2327a77ac19c87a960b0b22cb776b028d2efa765e5575de6825d2a8,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,135219.79086677288,"Trader Joe","Remove Liquidity",52784681,2024-11-07T20:43:46.000Z
9056,0xa5dde68246ff7bd47f27566822003703fb6dd2bdb9c82ec3f64a113c74cbdf45,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,100000,"Trader Joe","Add Liquidity",52784651,2024-11-07T20:42:37.000Z
9055,0x05a5a854ac38995a692481326d259739b7685c51731cbcdff2088e772b20b63f,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,1600000,"Trader Joe","Add Liquidity",52784611,2024-11-07T20:41:14.000Z
